price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above
517000,4,1,1180,13500,1.5,0,0,3,7,1180
615000,3,1.75,2660,7800,1,0,0,4,8,1330
439000,3,1.75,1250,7030,1,0,0,3,7,1250
716000,3,2.5,2270,7866,1,0,0,4,10,2270
308000,2,1,1080,6250,1,0,2,4,7,1080
800000,3,2.25,1620,4500,2,0,0,4,8,1620
575000,3,2,940,5000,1,0,0,3,7,880
219950,3,1.5,1620,9310,1,0,0,4,7,1620
770000,4,2.5,2350,8001,2,0,0,4,8,2350
424950,3,1.75,2090,7505,1,0,0,3,7,2090
387000,3,2.25,1760,45133,2,0,0,3,7,1760
790000,4,1.75,2050,10920,1,0,3,3,8,1450
156000,2,1,600,4000,1,0,0,3,5,600
580000,2,1,2540,7000,1,0,0,5,8,1320
490000,4,2.25,2090,10869,2,0,0,3,8,2090
950000,5,3.25,2700,3650,2,0,2,3,9,2070
400000,2,2.5,1410,1281,2,0,0,3,8,1090
325000,2,2.5,1170,1638,2,0,0,3,8,1170
365000,4,2.5,2540,6688,2,0,0,3,9,2540
255000,3,1.75,2190,6000,1.5,0,0,4,7,2190
985000,5,3.5,3890,13261,2,0,1,3,9,2870
595000,4,2.5,2030,10722,1,0,0,3,7,1100
427500,3,1,1350,7085,1,0,0,5,7,1350
728000,3,1.5,1940,4000,1.5,0,0,3,8,1310
549950,2,1,1260,4000,1,0,0,3,7,1000
650000,3,2,2800,10501,1,0,0,3,7,1400
1.13E+06,5,3.25,3080,13394,1,0,2,4,9,2230
203000,3,1,840,6500,1,0,0,5,6,840
311000,2,1,860,3300,1,0,0,5,6,860
387500,6,2,2400,7684,1,0,0,3,6,1200
370000,4,2,1640,7200,1,0,0,3,7,1640
228000,2,1,1060,6100,1,0,0,3,6,1060
740000,2,1.75,2080,4800,1,0,0,5,7,1080
200000,4,2,2090,6630,1,0,0,3,7,1070
660000,3,1,1240,3500,1,0,0,4,7,1240
275000,4,2,2030,8426,2,0,0,3,7,2030
708000,2,1,1120,5250,1,0,0,3,7,950
280000,3,2.5,1270,9675,2,0,0,3,8,1270
325000,4,2.5,2260,5702,2,0,0,3,8,2260
495000,3,2.5,1780,47480,2,0,0,3,7,1780
691000,2,2,1780,3810,1.5,0,0,3,7,980
2.29E+06,4,2.5,4080,18362,2,0,2,4,11,4080
329500,3,2.5,2120,22482,1,0,0,5,7,1360
348000,3,2.5,2060,7458,2,0,0,3,9,2060
425000,2,1,1670,6212,1,0,0,4,7,1670
210000,3,1,1080,21043,1,0,0,3,6,1080
285000,2,1,1210,4895,1,0,0,3,6,710
222000,3,1,990,8840,1,0,0,3,6,990
200000,4,2.5,1720,9600,1,0,0,3,7,1120
247500,3,2,1530,8749,1,0,0,3,7,1530
1.50E+06,4,5.5,6550,217374,1,0,0,3,11,5400
190000,3,1.75,1100,9452,1,0,0,3,6,1100
975000,4,2.5,3020,4950,1.5,0,0,4,9,2020
1.13E+06,4,3,3180,4649,2,0,0,4,9,2070
283200,4,1.75,1830,12540,1,0,0,4,8,1130
650000,3,2.5,2540,8073,1,0,0,4,8,1880
449500,3,2,1770,6610,1,0,0,4,7,960
400000,3,1.75,1470,6682,1,0,0,3,7,1470
89950,1,1,570,4080,1,0,0,3,5,570
158800,3,1,960,8291,1,0,0,3,6,960
870000,4,3,2940,7108,2,0,1,3,9,2220
196000,3,1.5,1000,18568,1,0,0,3,6,1000
850000,3,1.75,2450,8603,1,0,0,5,8,1340
775000,4,2.5,3310,5101,2,0,0,3,9,3310
483500,3,2.5,1670,4308,2,0,0,3,8,1670
387000,3,1.5,1620,21929,2,0,0,3,7,1620
900000,3,3,2990,30869,2,0,0,3,10,2990
336000,3,1.5,1240,5000,1,0,2,3,7,1240
415000,2,1,670,6000,1,0,0,5,6,670
380000,0,0,1470,979,3,0,2,3,8,1470
350000,3,1.5,1320,4400,1,0,0,3,6,1320
1.32E+06,4,5.25,6110,10369,2,0,0,3,11,6110
765000,3,1.75,2440,5800,1,0,3,4,8,1320
527000,4,2.5,2900,6736,2,0,0,3,8,2900
524000,4,2.75,2310,5000,1.5,0,0,5,8,1480
448000,2,1,1110,5413,1,0,0,3,6,890
775000,4,3.25,4100,241322,2,0,0,3,9,2500
176500,3,1,930,9900,1.5,0,0,4,5,930
750000,4,2.25,2420,11120,1,0,2,4,8,1620
1.27E+06,4,2.25,2870,6000,1,0,0,5,8,1730
250000,3,1,1480,6750,1,0,0,3,7,1480
759000,3,2.75,1960,6390,1.5,0,2,5,8,1960
640000,3,2,1470,4640,1.5,0,0,4,7,1470
990000,3,3.25,2460,4182,2,0,0,5,8,2100
395000,4,1.75,1960,7945,1,0,0,4,7,980
275000,2,1.5,1160,1103,2,0,0,3,7,890
390000,3,2.5,1910,4755,2,0,0,3,8,1910
752500,5,2.75,2720,4680,1.5,0,0,4,8,1710
450000,2,1,1020,5000,1.5,0,0,4,6,1020
473000,2,1,900,5100,1,0,0,4,7,900
178500,3,1.75,1120,10450,1,0,0,3,7,1120
485000,3,2.5,2340,59058,1,0,0,3,8,2340
215000,3,1.5,1410,8415,1,0,0,4,7,780
589000,4,1.75,1920,4862,1,0,0,5,7,1060
325000,4,1.75,1370,9993,1,0,0,3,6,1370
580000,3,2.5,1590,1937,2.5,0,0,3,8,1590
181100,4,1.75,1850,7500,1,0,0,3,7,1850
345000,3,2,1430,4200,1,0,0,4,7,830
781000,3,1.75,1940,8729,1,0,0,3,8,1460
402500,4,1,1270,3630,1.5,0,0,3,7,1270
426000,3,1.5,1380,7200,1,0,0,3,7,1080
389000,3,2.5,1720,4515,2,0,0,3,7,1720
670000,6,3,4050,36171,2,0,0,4,8,2620
1.51E+06,4,3.25,3660,5800,2.5,0,0,3,10,3360
288400,3,2.25,1870,3230,2,0,0,3,7,1870
700000,4,2,2230,4635,1.5,0,0,5,7,1510
830000,4,3,2020,6000,1,0,0,3,8,1220
1.90E+06,2,2.75,3690,32044,2,1,4,3,12,3690
350500,2,1,1450,6380,1,0,0,3,7,1450
431000,3,1.75,1630,9000,1,0,0,4,7,1630
485000,3,2.5,1840,8250,1,0,1,3,8,1340
780000,3,1.5,1620,7500,1,0,2,4,8,1620
720000,2,1.5,1840,9000,1,0,2,3,8,1340
415000,3,1,1360,73616,1,0,0,3,7,1360
480000,4,1,2080,5500,1,0,0,3,7,1040
452250,4,2.25,2550,10000,1,0,0,4,7,1560
316000,3,2.5,2550,8170,2,0,0,3,8,2550
700000,2,1,1160,17635,1,1,4,3,6,1160
285000,4,2,1760,5500,1,0,1,3,7,780
575000,3,1.75,1720,4050,1,0,0,5,7,860
590000,3,2.25,2300,12430,1,0,2,4,8,1580
587500,4,1.75,2500,20868,1,0,2,3,8,1600
364000,4,2.25,1750,10270,1.5,0,0,4,8,1750
490000,3,2.5,1890,10190,2,0,0,3,8,1890
410000,3,2.25,1800,36704,1,0,0,4,8,1360
520000,3,2.5,2160,4297,2,0,0,3,9,2160
389000,3,1,1380,6591,1,0,0,4,7,1380
450000,2,1,1180,6000,1,0,0,3,7,1180
325000,3,2.5,2550,4240,2,0,0,3,7,2550
660000,2,1,1070,5000,1,0,0,3,7,1070
850000,3,2.25,2870,8170,2,0,0,3,10,2250
285000,3,2.5,1940,9874,2,0,0,3,7,1940
395000,2,1,870,3121,1,0,0,4,7,870
440000,3,2,1550,2401,2,0,0,3,7,1550
249000,3,1.75,1400,5648,1.5,0,0,5,6,1400
635000,3,1.75,1210,4400,1.5,0,0,4,8,1210
515000,3,2.5,3430,48993,2,0,0,3,9,3430
1.40E+06,3,3.25,3020,6073,2,0,0,4,9,3020
200000,2,1,950,8100,1,0,0,3,6,950
1.14E+06,4,2.75,3370,8103,1,0,3,3,9,1970
445000,4,1,1460,4600,1,0,2,3,6,780
555000,3,1.5,1740,4200,1.5,0,0,4,7,1640
537000,4,2,1720,6413,1,0,0,4,7,860
315000,3,1.75,1480,7500,1,0,0,4,7,1480
805000,5,2.5,3320,7266,2,0,0,3,9,3320
414000,4,2.5,3490,9030,1.5,0,0,4,8,3490
375000,2,1.5,1160,1648,2,0,0,3,7,1160
401000,4,1.75,3010,12523,1,0,0,3,8,1780
210000,3,1,1030,4583,1,0,0,3,7,1030
365000,2,1,980,5110,1,0,0,4,7,780
178000,5,1.5,1990,18200,1,0,0,3,7,1990
710000,2,1,1790,4000,1,0,0,4,7,1040
255000,2,1,810,7980,1,0,0,1,6,810
528000,5,2.25,2940,38009,1,0,0,3,8,1700
537000,4,4.25,4883,26040,2,0,3,3,10,3859
442000,4,1.5,1360,6110,1,0,0,3,7,1010
375000,3,1.75,1370,19550,1,0,0,3,7,1370
637250,4,2.5,2120,3220,2,0,0,3,9,2120
427500,3,1.75,1240,7200,1,0,0,5,7,1240
700000,4,2.5,2770,89298,2,0,0,3,8,2770
680000,3,1.75,1660,5750,1,0,0,4,7,1080
393820,2,2,1170,8251,1,0,0,3,7,1170
525000,4,2.75,2470,7200,1,0,0,5,7,1350
505000,2,1.75,1310,3816,1,0,0,2,7,1110
555565,3,2,1670,11337,1,0,1,4,7,1670
650000,3,1.75,1660,10819,1,0,0,4,7,1240
632500,5,3.25,3500,7254,2,0,0,3,8,2760
269000,3,2.5,1440,3800,2,0,0,3,7,1440
405000,4,2.75,2360,7716,1,0,0,3,7,1390
845000,3,3.5,3460,15745,2,0,0,3,10,3460
234000,3,1,1750,8820,1,0,0,4,7,1750
638000,4,1.75,1470,4236,1.5,0,0,4,7,1470
290000,3,1.75,1710,10950,1,0,0,3,7,1060
262000,1,0.75,520,12981,1,0,0,5,3,520
270000,4,2.5,2350,5835,2,0,0,3,8,2350
875000,4,2.25,2380,4876,2,0,0,4,9,2240
299000,3,2.25,1920,7840,2,0,0,4,8,1920
551000,3,1,1580,6000,1,0,0,5,7,1580
350000,3,2.75,3070,5280,2,0,1,3,7,2360
1.90E+06,3,2.5,2660,13367,2,0,2,3,10,2660
511718,2,1.75,1700,5000,1,0,0,3,6,850
965000,4,3.25,5010,49222,2,0,0,5,9,3710
475000,4,2.25,2680,4673,2,0,0,3,7,2680
1.06E+06,4,2.75,2720,4000,1.5,0,2,5,8,1840
252000,2,1,940,15450,1,0,0,4,6,940
580000,6,2.5,3596,13700,1,0,0,5,8,1798
374950,2,2.25,1240,1172,2,0,0,3,8,1000
739000,5,4,4660,9900,2,0,2,4,9,2600
271000,4,1.75,1710,7200,1,0,0,5,7,910
230000,2,1,930,7550,1,0,0,3,6,930
210000,3,2.25,1430,9150,1,0,0,3,7,1070
350000,3,2.75,1650,5700,2,0,0,4,7,1650
491500,3,2.25,1560,12000,1,0,0,4,7,1110
325000,3,2.5,1870,9825,1,0,0,4,7,1250
190000,3,2,1320,7625,1,0,0,3,7,1320
658600,4,2,1400,4690,1.5,0,0,4,7,1400
299950,3,1.5,1940,8951,1,0,0,3,7,1300
464000,5,2,2000,3000,1.5,0,0,3,6,1200
308000,3,1,1640,18144,1.5,0,0,3,6,1640
625000,3,1,1020,7650,1,0,0,3,6,1020
240000,3,1.75,1630,9450,1,0,0,4,7,1080
530000,4,2.5,2940,35996,2,0,0,3,9,2940
1.00E+06,5,4.5,2120,8944,2,1,4,5,8,2120
439000,1,1,790,2400,1,0,0,3,7,790
575000,4,1.75,2020,6200,1,0,0,4,6,1010
418000,3,1.75,1530,7238,1,0,0,3,7,1530
1.21E+06,4,3.75,3250,10949,2,0,0,4,9,2940
1.10E+06,4,3.75,2930,3200,1.5,0,0,5,9,2130
1.90E+06,3,3.75,3150,8550,2,0,0,3,10,3150
580000,3,2.5,2180,40278,2,0,0,3,9,2180
380000,2,1,1040,7372,1,0,0,5,7,840
256000,3,1,880,5375,1,0,0,4,5,880
349950,3,1,1400,7066,1,0,0,3,8,1400
691500,4,2.5,2600,7200,2,0,0,3,7,2600
556000,3,1.75,1590,2500,1.5,0,0,4,7,1190
218000,3,2.25,1610,7084,1,0,0,4,8,1280
425000,4,2,1390,4500,1.5,0,0,5,7,1390
935000,3,3.25,3710,38509,2,0,0,3,10,3710
732000,4,1.75,2360,11300,1,0,0,4,9,2360
805500,3,1,1440,10330,1,0,0,4,7,1440
507250,3,1.75,1400,5750,1,0,2,3,6,1100
800000,4,2.5,4600,67369,2,0,0,3,10,4600
600000,3,2.25,2100,8276,2,0,1,4,8,2100
627800,4,1.75,2010,12044,1,0,0,3,9,2010
660000,2,2.25,2550,6000,2,0,0,5,7,1860
153503,2,2.5,1240,3649,2,0,0,3,7,1240
456500,3,2.25,2090,9163,1,0,0,3,7,1460
1.31E+06,5,2.5,2770,8100,2,0,0,3,9,2770
843500,3,2.5,3560,11448,2,0,0,3,11,3560
625000,3,1,1240,4080,1,0,0,3,7,1240
527000,2,1.75,1640,4080,1,0,0,3,7,840
1.97E+06,5,3.75,3940,13738,1.5,0,3,4,9,3940
1.00E+06,5,2.5,3150,50094,2,0,0,4,9,3150
855000,4,3,2550,5300,2,0,0,3,8,1720
725000,4,3.25,3940,27591,2,0,3,3,9,3440
315000,1,1,580,7200,1,0,0,3,6,580
180000,3,1.75,1330,16000,1,0,0,3,7,1330
700000,2,1,930,5000,1,0,3,3,7,930
476500,3,1,1060,8625,2,0,0,4,7,1060
193000,3,1.5,1180,9048,1,0,0,3,7,1180
295000,4,2.5,1850,6663,2,0,0,3,7,1850
363000,2,1,820,4880,1,0,0,4,6,820
875000,4,2.5,3600,21794,2,0,0,4,11,3600
257200,3,2,1850,8250,1,0,0,4,7,1150
555000,3,2,2240,11250,1,0,0,3,8,2240
380000,3,2.25,1860,15559,2,0,0,4,7,1860
282000,4,2.75,2390,7330,2,0,0,3,7,2390
545000,4,2.5,2040,6034,2,0,0,3,7,2040
550000,3,1.5,1900,5000,1.5,0,0,3,7,1640
921500,3,1.5,1900,5000,1.5,0,0,3,7,1640
885000,3,1.5,2200,2880,2,0,0,5,7,1440
820000,4,2.25,2280,6660,1.5,0,2,3,8,1960
289000,3,1,1090,7315,1,0,0,5,6,1090
334000,1,1,670,5750,1,0,0,3,7,670
206000,3,1,1050,5233,1,0,0,5,5,1050
491950,3,2.25,2090,10733,1,0,0,3,7,1440
430000,3,2.5,2030,7770,2,0,0,3,8,2030
208000,3,2,1250,7995,1,0,0,4,7,1250
245000,4,2.25,2600,6390,1,0,0,3,8,1390
426000,2,1,640,2500,1,0,0,4,6,640
400000,3,2.5,2120,3742,2,0,0,3,7,2120
553000,3,1,1330,5100,1,0,0,3,7,900
296000,2,1,750,4680,1,0,0,3,5,750
428000,3,2.5,2230,32660,1,0,0,4,8,2230
325000,4,2.5,1890,6156,1,0,0,3,7,980
294000,2,1,820,6366,1,0,0,5,6,820
410000,3,1.75,1880,8424,1,0,0,4,7,1380
590000,4,4.25,2360,57514,2,0,0,4,8,2360
445000,3,2.25,1850,4050,2,0,0,4,7,1850
921000,4,2.5,2310,5362,2,0,4,4,8,2010
496000,3,1.5,2520,37616,1,0,0,3,8,2520
95000,2,1,800,8550,1,0,0,3,7,800
359000,4,1.75,1580,6396,1,0,0,4,6,790
452500,3,2.5,2430,88426,1,0,0,4,7,1570
555000,4,1.75,2350,6200,1.5,0,0,4,7,1410
549900,5,3,3800,42316,1.5,0,0,4,9,3800
569000,5,3,3670,10583,1,0,0,5,8,2060
318500,4,2,1780,7350,1,0,0,5,7,900
487028,2,1.5,1295,1093,2,0,0,3,9,1105
240000,3,1,1350,7560,1,0,0,4,7,950
253000,3,2.25,1440,9806,1,0,0,3,7,1440
380000,5,1.75,1320,38125,1,0,0,4,7,1120
250000,2,0.75,700,16828,1,0,0,4,6,700
368500,2,1.75,2510,19141,2,0,0,3,9,2510
340000,3,1,3180,27586,1,0,0,3,8,1400
400000,2,1,910,4000,1,0,0,3,7,910
835000,3,2,1570,4625,1.5,0,0,5,8,1570
299000,3,2.5,2450,7062,2,0,0,3,8,2450
1.68E+06,6,2.25,4910,6600,2.5,0,0,5,10,3580
265000,3,2,1570,5706,1,0,0,3,7,1570
437500,4,2.5,2680,7513,2,0,0,3,8,2680
865000,3,1.75,2090,4725,2,0,0,3,7,1610
626000,3,2,2150,7200,1,0,0,3,8,2150
247300,2,2,1140,1118,2,0,0,3,7,1040
2.08E+06,4,3.5,4230,20377,2,0,0,3,11,4230
425000,3,1,1790,6000,1.5,0,0,2,8,1790
905000,5,3.5,3100,10200,1,0,4,3,9,1660
641250,3,2.5,2220,2550,3,0,2,3,10,2220
675000,4,2.5,2370,9679,2,0,0,3,8,2370
845000,4,2.75,4070,115434,2,0,0,3,9,4070
401500,4,1,1790,8400,1,0,0,4,7,1260
395000,3,2.5,1610,3755,2,0,0,3,7,1610
1.10E+06,5,2.75,2830,18050,1,0,0,5,7,1630
145000,3,1,1010,5490,1,0,0,3,6,1010
900000,3,1,1560,3825,1.5,0,0,3,8,1390
374500,3,1.5,1330,8636,1,0,0,4,7,1330
850000,4,2.25,2330,10451,2,0,0,4,8,2330
490000,3,1,960,5750,1,0,0,3,7,960
304000,3,2.5,1710,6773,2,0,0,3,8,1710
400000,4,2.25,2230,7200,1,0,0,4,7,1300
454000,3,2,1700,10000,2,0,0,3,8,1700
160000,2,2,1040,4750,1,0,0,2,6,850
542000,3,1.75,1070,8030,1,0,0,3,7,1070
403500,5,2.5,3600,17300,1,0,0,4,8,2410
418000,4,2.5,2750,8471,2,0,0,3,7,2750
406000,4,1.5,1920,6000,2,0,1,3,7,1920
242500,3,2.25,1770,10000,1,0,0,3,7,1340
425000,4,2.5,2460,5440,2,0,0,3,9,2460
613000,4,2,1550,4815,1.5,0,0,3,7,1550
189000,3,2,1460,11481,1,0,0,2,7,1170
700000,4,2.25,2440,9450,1.5,0,0,3,7,2440
750000,3,1,1640,6516,1.5,0,0,4,7,1440
494000,2,1,1290,4650,1,0,0,4,7,1290
700000,4,3,3150,7778,2,0,0,3,9,3150
705000,2,2.5,2305,5580,1,0,0,3,8,2305
356000,2,1.75,1060,16470,1,0,0,3,7,1060
625000,3,1.75,2060,12558,1,0,0,4,7,1350
144975,2,1,900,7500,1,0,0,3,5,900
970000,4,4.5,3890,5906,2,0,3,3,11,3060
415000,3,1.75,1910,12596,1,0,0,3,7,1340
485000,4,3,2340,7048,1,0,0,4,8,1340
799950,3,3,2900,11769,2,0,0,3,10,2900
783350,4,2.5,3290,35001,2,0,0,3,10,3290
430000,1,1,630,1362,1,0,0,3,7,630
2.54E+06,5,4.75,5410,13431,2,0,0,4,10,5050
975000,4,2.5,4270,43386,1,0,0,3,10,2680
950000,3,1.5,1700,8050,1,0,0,3,7,1130
350000,2,1,1430,8157,1.5,0,0,3,7,1150
637000,4,2.75,2850,7510,2,0,0,3,8,2850
895000,3,2,2160,105415,1,0,0,3,10,2160
579000,2,2,1760,7200,1,0,0,5,7,880
314900,4,1.75,2700,27072,1,0,0,3,7,1380
122000,2,1,860,6000,1,0,0,3,6,860
405000,2,1,880,3000,1,0,0,5,7,880
553650,2,2.5,1360,1349,2,0,0,3,8,1050
369900,2,2.5,1770,1853,3,0,0,3,8,1770
225000,3,2,2030,24829,1,0,0,4,7,1220
160000,2,1,1180,9350,1,0,0,3,6,1180
449500,4,2,2430,199940,1,0,0,3,8,1310
650000,3,1,1300,8266,1,0,0,4,7,1300
542126,4,2.5,2360,43088,2,0,0,3,8,2360
309950,3,1.5,1200,15606,1,0,0,3,7,1200
115000,2,1,1000,16524,1,0,0,3,5,1000
221700,2,1.5,1556,20000,1,0,0,4,7,1556
726000,3,2.5,1890,3880,1.5,0,0,4,8,1460
515000,3,1.75,1810,5733,1,0,0,4,7,1010
756000,4,2.5,2730,10753,2,0,0,3,9,2730
1.57E+06,4,3.75,3070,5850,2,0,0,5,9,2400
442000,4,2.25,2080,12007,1,0,0,4,8,1220
260000,4,2,1620,7992,2,0,0,4,7,1620
390000,2,1.75,1150,2723,1,0,0,4,7,770
459500,2,1,1250,3825,1,0,0,3,7,850
330000,3,1.5,1430,8000,1,0,0,5,7,1430
189000,2,1,790,7128,1,0,0,3,6,790
280000,3,1,1200,9322,1.5,0,0,4,7,1200
400000,2,1.75,2110,9519,1,0,0,2,7,2110
368000,4,2,3160,11193,1,0,0,5,6,2410
390000,4,1.75,2700,7875,1.5,0,0,4,8,2700
245000,2,1,820,7475,1,0,0,3,6,820
375000,4,2.5,1800,8432,1,0,0,4,7,1200
465000,5,1.5,1750,12491,1,0,0,3,6,1390
445000,3,2,1540,67953,1,0,0,3,7,1540
250000,3,1,1130,7800,1,0,0,3,7,1130
475500,3,1,1500,9416,1,0,0,4,8,1500
672324,2,1.75,1600,5795,1.5,0,0,3,8,1600
420000,3,2,1200,5029,1,0,0,3,6,880
515000,3,2,1690,5100,1.5,0,0,5,7,1690
732350,4,2.5,2270,7665,2,0,0,3,9,2270
297500,4,2.5,1910,5000,2,0,0,3,7,1910
475000,3,1.5,1640,2720,1.5,0,0,3,8,1640
414000,4,2.5,2120,6497,2,0,0,3,7,2120
357250,3,1.5,1400,8840,1,0,0,4,6,1400
289950,2,1,760,6000,1,0,0,4,6,760
550000,3,1,1070,3713,1,0,0,4,6,1070
446000,3,1.75,1460,9998,1,0,0,3,7,960
279000,3,1.5,1280,16738,1.5,0,0,4,5,1280
370000,3,2.25,1650,4859,2,0,0,3,7,1650
216000,3,2,1260,4125,1,0,0,3,6,1260
1.10E+06,3,2.5,2200,20000,1,0,1,3,7,1400
1.28E+06,4,2.5,3560,15450,1,0,1,5,8,2060
355000,2,1.5,1140,2500,1,0,1,3,7,630
699000,4,2.5,2550,7312,2,0,0,3,9,2550
412000,3,2.5,1553,1991,3,0,0,3,8,1553
276000,2,1,1140,7200,1,0,0,3,6,1140
100000,2,1,790,6426,1,0,0,3,6,790
955500,4,1.75,2130,5080,1.5,0,0,3,8,2130
199000,3,1,1390,21262,1,0,0,3,7,1390
762000,4,3.5,4000,15253,2,0,0,3,9,4000
425000,4,2,1520,7983,1,0,0,5,7,1520
546000,2,1,1657,5031,2,0,0,3,7,1657
419600,3,1.75,1680,8460,1,0,0,3,7,1180
735000,4,2.25,2270,5102,1,0,0,5,8,1340
1.23E+06,2,2.5,2470,609,3,0,0,3,11,1910
445000,2,2,1240,2500,2,0,0,3,7,1240
665000,3,2,1740,41275,1,0,0,3,8,1740
1.29E+06,5,3.5,4090,290980,1,0,0,3,11,2920
508500,4,2.75,2520,12500,2,0,0,3,8,1720
345950,5,1,1340,11198,1.5,0,0,3,8,1340
207500,3,1,1640,9750,1,0,0,3,7,1640
1.08E+06,4,2.5,3000,10920,1,0,0,4,8,1550
640000,3,1,1210,3720,2,0,0,4,8,1210
329500,3,1,1810,13068,1,0,0,4,7,1360
460000,4,2.75,2200,9676,1,0,0,3,8,1500
1.23E+06,3,1.75,2200,14630,1.5,0,1,3,8,2200
805000,5,3,2350,6480,2,0,3,4,7,1650
200000,3,1.5,1090,10454,1,0,0,3,6,1090
749700,3,1.75,2280,77972,1,0,0,3,8,1460
288000,0,1.5,1430,1650,3,0,0,3,7,1430
535000,2,1,1520,3360,1,0,0,4,7,830
330000,3,2.25,1620,7150,1,0,2,4,7,1280
479200,3,2,1510,3750,1.5,0,0,4,7,1510
373000,5,2.5,3001,5710,2,0,0,3,8,3001
355000,4,1.5,2020,6000,1,0,0,4,7,1010
275000,3,2,1380,4500,1,0,0,3,7,1380
380000,3,1.5,1520,4288,1,0,0,3,7,1020
417000,2,1.75,1090,4590,1,0,0,4,7,790
1.17E+06,5,3.75,4220,15959,2,0,0,3,11,4220
598500,3,2.25,2520,12000,1,0,0,3,10,2520
629000,3,2,1760,5000,1,0,0,5,7,960
226950,2,1,930,6600,1,0,0,3,6,930
1.23E+06,4,2.5,2600,11542,1.5,0,0,4,9,2200
415000,3,2.25,2180,11100,1,0,0,5,8,1700
595000,3,2.5,1910,3075,2,0,0,3,8,1910
209950,3,1.75,1100,5525,1,0,0,5,6,1100
568000,3,1.75,1760,235224,1,0,0,3,7,1760
119900,2,1,700,3180,1,0,0,3,6,480
207000,3,1,1080,10200,1,0,0,4,7,1080
195000,3,1,1070,22489,1,0,0,3,7,1070
324950,3,1.5,1460,8710,1,0,0,3,7,1460
210000,1,1,1050,7583,1,0,0,4,6,1050
1.08E+06,4,2.75,3160,42733,2,0,0,3,9,3160
325088,4,1,1400,6739,1,0,0,3,7,1000
790000,4,3,3120,157875,2,0,0,4,8,3120
150000,2,1,720,212137,1,0,0,3,5,720
790000,3,3,2840,206910,2,0,0,3,10,2840
255000,2,1,1220,2500,1,0,0,3,6,770
697000,4,3,2820,2850,1.5,0,0,5,7,1860
457500,2,1,840,5000,1,0,0,4,7,840
690000,3,2,1610,5100,1.5,0,0,5,8,1610
967000,4,3.25,1860,4356,2,0,0,3,9,1860
980000,4,1.75,2260,17711,1,0,1,4,9,2260
619420,4,2.75,2450,14803,2,0,0,4,9,2450
389000,2,1,850,3276,1,0,0,3,6,850
500000,3,1,1800,7200,1,0,0,3,7,1020
569000,4,1.75,1230,7890,1,0,1,4,7,1090
425000,4,2.25,2060,8540,1,0,0,4,7,1540
635000,4,2.25,2750,6180,1,0,0,4,8,1500
256500,2,1,1120,9912,1,0,0,4,6,1120
695000,4,2.5,3010,11393,2,0,0,3,8,3010
535000,4,1.5,1580,5000,1.5,0,0,3,7,1390
454200,4,2.5,2630,5379,2,0,0,3,8,2630
418500,2,1,790,5800,1,0,0,3,6,790
749950,4,2.75,3110,35235,2,0,0,4,9,3110
338500,3,1.75,2130,5489,1,0,0,3,8,1370
1.25E+06,4,3.75,4520,9240,1.5,0,2,3,10,3270
299950,3,2.5,1600,9830,2,0,0,4,8,1600
325000,4,1.75,1950,12500,1,0,0,3,7,1330
434000,4,3,2010,8171,2,0,0,3,8,2010
328950,4,1.75,2550,8976,1,0,0,5,7,1300
2.10E+06,5,3.75,5340,10655,2.5,0,3,4,10,3740
570000,4,2,2000,46902,2,0,0,3,8,2000
802000,3,2.25,2170,5001,2,0,0,3,8,2170
525000,3,1,1550,6840,1.5,0,0,3,7,1550
700000,6,3,2790,4550,2.5,0,0,4,8,2790
350000,3,1.75,1980,273556,1,0,0,3,6,1040
277500,2,1.5,1190,1236,3,0,0,3,7,1190
1.58E+06,5,2.75,3650,20150,1,0,0,4,10,2360
195000,3,1,1510,4350,1.5,0,0,5,6,1510
222000,3,2,1200,6074,1,0,0,3,7,1200
865000,5,3,2830,8854,1,0,0,4,8,1500
445000,4,2,1650,6000,1,0,0,5,7,1000
495800,4,1.5,1710,4600,1.5,0,0,3,7,1710
548500,3,1,1740,4400,1.5,0,0,3,7,1740
310000,3,1.75,1840,10723,1,0,0,4,7,1220
205000,3,1.5,1820,8585,1,0,0,4,7,1820
470000,5,3.75,3860,6901,2,0,0,3,7,3860
430000,3,1.5,1810,349351,1.5,0,0,3,7,1810
310000,2,2,1030,2271,3,0,0,3,7,1030
355000,4,1,1410,7693,1.5,0,0,4,7,1410
621500,5,2.5,2140,15950,1,0,2,4,8,1370
175000,6,1.5,1930,8400,1,0,0,3,7,1030
326000,6,1.5,1930,8400,1,0,0,3,7,1030
690000,4,3.5,1930,5400,1.5,0,2,3,7,1930
335000,4,2.5,2210,7214,2,0,0,3,8,2210
197000,4,1,1360,11175,1,0,0,3,7,1360
312500,3,1.75,1830,7969,1,0,0,3,7,930
436000,3,2.25,2120,6710,1,0,0,5,7,1420
1.02E+06,4,2.5,2700,4590,2,0,0,3,8,2700
805000,4,2.5,3160,35225,2,0,1,3,9,2250
652427,4,2.25,2770,13129,2,0,0,4,8,2770
1.01E+06,3,2.5,2240,41339,1,0,0,4,9,2240
355000,4,2.5,2570,6466,2,0,0,3,9,2570
334550,2,1,880,12000,1,0,0,3,7,880
557500,3,2.25,1820,9670,2,0,0,3,8,1820
277500,4,2.25,1660,7184,1,0,0,3,7,1110
300000,4,3,2200,10800,1,0,0,3,6,2200
